Image,Transcription,Length
073_083_001_03_20,was inad quately intentional: if your intention was to,54
073_083_001_03_21,deprive him of his thigh or the whole of his arm the act,56
096_002_002_01_03,""" Law is a rule of action prescribed by some",44
096_002_002_01_04,""" superior , which the inferior is bound",40
096_002_002_01_05,""" to obey . ""  The Obligor , and the Obligee , he who",53
096_002_002_01_06,"prescribes , and he who is bound to obey ,",42
096_002_002_01_07,"the Superior , and the inferior must there-",43
096_002_002_01_08,"-fore be seperate , and distinct beings . Yet",45
096_002_002_01_09,our Author very philosophically suppo-,38
096_002_002_01_10,-ses a being prescribing laws to himself .,42
096_002_002_01_11,""" A being/says he/independent of any",36
096_002_002_01_12,""" other , has no rule to pursue , but such as",45
096_002_002_01_13,""" he prescribes to himself . ""   _  This may be",47
096_002_002_01_14,very intelligible to an enlightened follower of,47
096_002_002_01_15,"Athanasius , but must , I think , be very",41
096_002_003_02_01,unintelligible to a man of common,33
096_002_003_02_03,Our Author seems to have been led into this,43
096_002_003_02_04,"inaccurate use of the term law , by a servile",45
096_002_003_02_05,imitation of Montesquieu . Montesquieu,38
096_002_003_02_06,"had said before him ,  "" Tous les êtres ont leurs",49
096_002_003_02_07,""" loix , la divinitè a ses loix , le monde mate=",48
096_002_003_02_08,""" riel a ses loix , les intelligences superieures",49
096_002_003_02_09,""" à l ' homme ont leurs loix , les bêtes ont leurs",50
096_002_003_02_10,""" loix , l ' homme a ses loix . ""  But then",43
096_002_003_02_11,Montesquieu had given a different diff,38
096_002_003_02_12,"definition of law :  he had said ,  "" les loix sont les",55
096_002_003_02_13,""" rapports , qui derivent de la nature des choses . """,53
096_002_003_02_14,"and , supposing this definition to be just ,",44
096_002_003_02_16,supposing it not to have mistaken the,37
096_002_003_02_17,"foundation of Law , for Law itself , then",41
096_003_002_01_01,"actions in the moral world , as between",39
096_003_002_01_02,what are called causes & effects in the,39
096_003_002_01_03,natural world :  and therefore that,35
096_003_002_01_04,as in the latter case from this expe :,38
096_003_002_01_05,": rience we are allowed to infer , that",39
096_003_002_01_06,such a cause will produce such an,33
096_003_002_01_07,"effect , so in the moral world , we",35
096_003_002_01_09,"may infer , that at all times the",33
096_003_002_01_10,"among all men , the same motives ,",34
096_003_002_01_11,"& the same circumstances supposed ,",35
096_003_002_01_12,the same actions will follow . Even,35
096_003_002_01_13,this will not be sufficient to justify our,42
096_003_002_01_14,Author ' s assertion that man must,34
096_003_002_01_15,inevitably  &  in all things obey,33
096_003_002_01_16,"the Will of his Creator , unless he",35
096_003_002_01_17,supposes too that the Creator has,33
096_003_002_01_18,placed every man in such circum-,32
096_003_002_01_19,": stances , that the motives to obedience",41
096_003_002_01_20,"must be always present , and always",35
096_003_002_01_21,"effectual . And if he assert that ,",35
096_003_002_01_22,our question recurs with equal,30
096_003_002_01_23,force  _  To what purpose a System,34
096_003_002_01_24,"of Laws ?  And if he does not suppose this ,",44
096_003_002_01_25,it is absurd to apply the term of Law to motion,47
096_003_002_01_26,"gravitation & , in the same sense as he",39
096_003_002_01_27,applies it to the moral conduct of an intelligent,49
096_008_002_02_01,"he could imagine , that he was paving the",41
096_008_002_02_02,way to a clear knowledge of Jurisprudence,41
096_008_002_02_03,by such unintelligible Jargon as this . Our,43
096_008_002_02_04,Ancestors had been accustomed to hear  _,40
096_008_002_02_05,"these absurdities from the pulpits , while it",45
096_008_002_02_06,was possesst by Monkish ignorance :  As the,43
096_008_002_02_07,"progress of reformation is slow , we are not",44
096_008_002_02_08,"always shocked at ithem , when we som by",40
096_008_002_02_09,chance we hear something like them from,39
096_008_002_02_10,"the same Place . But , surely , in these en-",44
096_008_002_02_11,lightened Days every man must feel in-,38
096_008_002_02_12,dignation when he hears sees an eminent,39
096_008_002_02_13,"Writer on jurisprudence paint the Creator ,",43
096_008_002_02_14,in the odious colors of an Egyptian task Master .,49
096_008_004_01_01,"code of laws , yet knowing that it has never",44
096_008_004_01_02,"been published to his people , that they have",45
096_008_004_01_03,no possible means of attaining to the know,42
096_008_004_01_04,"-ledge of it , he refuses to republish it at all",48
096_008_004_01_05,for a long series of Years ; and then republish-,48
096_008_004_01_06,"es it only to a small , and inconsiderable",42
096_008_004_01_07,"part of his people , exacting , mean while ,",44
096_008_004_01_08,"obedience to it from all . This , I repeat it , is",50
096_008_004_01_09,exactly what our author  ( I must say im-,41
096_008_004_01_10,piously )  dares to suppose of the Creator of the,49
096_008_004_01_11,universe . Caligula himself could not act,41
096_008_004_01_12,"more cruelly , who  ( as our Author relates",43
096_008_004_01_13,"from Dio Cassius )  wrote his laws in a very small Character ,",62
096_008_004_01_14,& hung them up upon high pillars the more effectually to ensnare,64
096_015_002_01_01,"they mistook an exception to a general rule , for the",53
096_015_002_01_02,general rule itself :  & then thought themselves justi,54
096_015_002_01_04,-fied in dispossessing the infidels of Lands in which,53
096_015_002_01_05,they were in rightful possession Upon the same,46
096_015_002_01_06,principle this author in another place :  that on the,53
096_015_002_01_07,"conquest of an infidel country , the conquered have",51
096_015_002_01_09,less rights than other conquer in the same predicament .,56
096_015_002_02_03,The intelligent reader will easily perceive & the candid,56
096_015_002_02_04,reader misinterpret my meaning .  _  I am not examining,55
096_015_002_02_05,the validity nor the fitness of the laws of Revelation . I am,61
096_015_002_02_06,only exposing the abuses of it men who misapply,47
096_015_002_02_07,"them , & give them an extension beyond what their",49
096_015_002_02_08,Author intended and the examples above cited,44
096_015_002_02_09,will prove that these abuses have been productive,49
096_015_002_02_10,"of the greatest mischiefs , & would be so again , if",52
096_015_002_02_11,Men of the Authors turn of mind hold the reins of government,60
096_015_002_02_12,in a conquering state,21
096_017_003_02_01,"and only so far , as they are admitted by the",45
096_017_003_02_03,Had our Author consulted the history of other,45
096_017_003_02_04,"nations , he would have seen , into what incon-",47
096_017_003_02_05,"-veniences , errors , and absurdities , the Jews , the",54
096_017_003_02_06,"Egyptians , and the Romans , after the introduct-",49
096_017_003_02_07,"-ion of Christianity , were drawn , by thus con-",48
096_017_003_02_08,"-founding the extent of the operation of civil , and",52
096_017_003_02_09,religious laws . Had he looked into the history,47
096_017_003_02_10,"of our own country , he would have known",40
096_017_003_02_11,"seen learnt , that the pretences of many of",43
096_017_003_02_12,"our kings to absolute , and arbitrary power ,",45
096_017_003_02_13,"were often founded upon , and always  _",39
096_017_003_02_15,"strengthened by , the misapplication of a",41
096_018_002_01_01,"to a state of society , that is , to a State , where",52
096_018_002_01_02,"positive law must be superadded , not to re-",44
096_018_002_01_03,"-strain , but to direct , the original impulses of",50
096_018_002_01_04,"nature , he would have furnished us with the",44
096_018_002_01_05,"only Criterion , according to which any law",43
096_018_002_01_06,"by which alone , laws may be determined to",42
096_018_002_01_07,"be good , or bad :  right , or wrong :  he would have",53
096_018_002_01_08,"given the only clue , which can explain to",42
096_018_002_01_09,"us the various , and seemingly irreconcile-",43
096_018_002_01_10,"-able differences in the various laws , and",43
096_018_002_01_11,"manners , and Customs , of different ages ,",43
096_018_002_01_12,and nations :  and he would have afforded,41
096_018_002_01_13,the noblest incitement to the Study of the law,46
096_018_002_01_14,of which the human mind is capable .,36
096_021_003_02_01,manifested by external signs .,30
096_021_003_02_02,But let us see however where we are to,38
096_021_003_02_03,"look for these laws of nations , if so they",43
096_021_003_02_04,"must be called .  "" They depend entirely  ( says",48
096_021_003_02_05,""" our author )  upon the rules of natural law ,",47
096_021_003_02_06,""" or upon mutual compacts , treaties , leagues ,",48
096_021_003_02_07,""" and agreements , between these several  _",43
096_021_003_02_08,""" Communities :  in the construction also of",44
096_021_003_02_09,""" which compacts , we have no other rule to  _",46
096_021_003_02_10,""" resort to , but the law of nature :  being the",48
096_021_003_02_11,""" only one , to which both communities are equal-",49
096_021_003_02_13,"It was happy enough , that our Author recol=",44
096_021_003_02_14,": lected this last circumstance , or he might",45
096_024_001_02_02,Review for our Author ' s Argu=,31
096_024_001_02_04,Before we proceed to examine our author ' s,43
096_024_001_02_05,"account of municipal law , it may be proper",43
096_024_001_02_06,"to stop a moment , and take a review of the  _",46
096_024_001_02_07,"arguments he has advanced , and the princi-",43
096_024_001_02_08,-ples he has laid down in the preceding part,44
096_024_001_02_09,of his introduction .,21
096_024_001_02_10,Our author sets out by defining law,35
096_024_001_02_11,to be a rule of conduct presented,33
096_024_001_02_13,"by a superior , Law therefo inferior",36
096_024_001_02_14,is bound to obey . According to this,36
096_024_001_02_15,definition Law must be something,32
096_024_001_02_16,"obvious to ourselves , declared &",33
096_024_001_02_17,notified thus in a manner,25
096_024_001_02_18,perceptible to our selves . It,30
096_024_001_02_19,must likewise be addressed to beings,36
096_024_001_02_20,who have a power of asking or,29
096_028_001_01_02,"From this review then it appears, that",38
096_028_001_01_03,in paving the way to the consideration of,41
096_028_001_01_04,"municipal Law, our Author has spent",35
096_028_001_01_06,much time in explaining the nature &,36
096_028_001_01_07,Properties of Laws which do not exist &,39
096_028_001_01_08,"in misapplying those which do: & therefore,",43
096_028_001_01_09,that the best thing which a Student of the,42
096_028_001_01_10,Law can do is to forget all that our Author,43
096_028_001_01_11,has hitherto advanced.,22
096_032_003_01_01,declares it to be in direct opposition to,41
096_032_003_01_02,his present distinction )  then it is in ex,43
096_032_003_01_03,"post facto law , making that criminal",37
096_032_003_01_04,which at the time of it ' s commission was,42
096_032_003_01_05,indifferent :  it is a privilegium of which,43
096_032_003_01_06,"Cicero , as quoted by our Author , says  _",42
096_032_003_01_07,"with a spirit , which I wish he had im-",39
096_032_003_01_08,"-parted to our author ,  "" Nemo unquam",38
096_032_003_01_09,""" tulit , nihil est crudelius , nihil perni-",44
096_032_003_01_10,"-ciosius , nihil quod minus hoc civitas",39
